index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
313,华润城立方,相城 活力岛 内环至中环,273,万,28581,元/平米,2015年建/板楼,3室2厅1厨2卫,高楼层 (共17层),95.52㎡,南 北,毛坯,两梯六户,有,70年
314,华润红橡世家,相城 元和 内环至中环,255,万,22567,元/平米,2018年建/板楼,3室2厅1厨2卫,高楼层 (共20层),113㎡,南 北,毛坯,两梯四户,有,70年
315,南山檀郡,相城 元和 内环内,445,万,31980,元/平米,2013年建/板楼,5室2厅1厨2卫,中楼层 (共17层),139.15㎡,南 北,精装,两梯两户,有,70年
316,合景峰汇十期,相城 活力岛 内环至中环,57,万,11719,元/平米,2013年建/板楼,2室1厅1厨1卫,高楼层 (共19层),48.64㎡,北,简装,三梯三十三户,有,40年
317,嘉元路1069号附院,相城 元和 内环内,266,万,18859,元/平米,未知年建/板楼,4室2厅1厨2卫,中楼层 (共4层),141.05㎡,南 北,精装,一梯两户,无,70年
318,金辉融侨城,相城 活力岛 内环至中环,253,万,25574,元/平米,2014年建/板楼,3室2厅1厨1卫,低楼层 (共24层),98.93㎡,南,精装,两梯四户,有,70年
319,舒馨花苑,相城 望亭 ,153,万,13812,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),110.78㎡,南,精装,一梯四户,无,70年
320,御亭水岸花园,相城 望亭 ,175,万,15982,元/平米,2011年建/板楼,3室2厅2厨2卫,中楼层 (共5层),109.5㎡,南,精装,一梯两户,无,70年
321,星湖花海,相城 元和 内环至中环,300,万,23256,元/平米,2015年建/板楼,4室2厅1厨2卫,低楼层 (共20层),129㎡,南,精装,两梯四户,有,70年
322,康锦苑,相城 元和 ,340,万,20376,元/平米,2008年建/板楼,3室2厅1厨2卫,中楼层 (共15层),166.87㎡,南,精装,两梯两户,有,70年
323,首开班芙春天花园,相城 活力岛 内环至中环,370,万,26429,元/平米,2013年建/板楼,4室2厅1厨2卫,低楼层 (共25层),140㎡,南 北,精装,两梯三户,有,70年
324,水韵花都家园,相城 活力岛 内环至中环,249,万,27670,元/平米,2014年建/板楼,2室2厅1厨1卫,高楼层 (共15层),89.99㎡,南 北,精装,两梯三户,有,70年
325,恒基水漾花城,相城 活力岛 内环内,243,万,27335,元/平米,2017年建/塔楼,3室2厅1厨1卫,低楼层 (共30层),88.9㎡,南 北,毛坯,两梯四户,有,70年
326,恒基水漾花城,相城 活力岛 内环内,235,万,26593,元/平米,2017年建/塔楼,3室2厅1厨1卫,中楼层 (共29层),88.37㎡,南,毛坯,两梯四户,有,70年
327,鑫之苑,相城 高铁新城 ,282,万,32229,元/平米,2015年建/塔楼,3室1厅1厨1卫,低楼层 (共33层),87.5㎡,南,其他,两梯四户,有,70年
328,星湖花海,相城 元和 内环至中环,226,万,24566,元/平米,2015年建/板楼,3室2厅1厨1卫,低楼层 (共20层),92㎡,南,精装,两梯四户,有,70年
329,水韵花都家园二期,相城 活力岛 ,357,万,28861,元/平米,2014年建/板楼,3室2厅1厨2卫,低楼层 (共16层),123.7㎡,南 北,精装,两梯两户,有,70年
330,书香苑(相城),相城 元和 ,310,万,19872,元/平米,2006年建/板楼,4室2厅1厨2卫,中楼层 (共5层),156㎡,南,精装,一梯两户,无,70年
331,橡树湾花园,相城 活力岛 内环内,245,万,27363,元/平米,2013年建/板塔结合,3室2厅1厨1卫,高楼层 (共27层),89.54㎡,南,精装,两梯六户,有,70年
332,水韵花都家园,相城 活力岛 内环至中环,260,万,29316,元/平米,2011年建/板楼,3室2厅1厨1卫,高楼层 (共15层),88.69㎡,南,精装,两梯四户,有,70年
333,香城花园三区,相城 元和 ,290,万,23200,元/平米,2009年建/板楼,3室2厅1厨2卫,低楼层 (共6层),125㎡,南 北,精装,一梯两户,无,70年
334,首开班芙春天花园,相城 活力岛 内环至中环,340,万,23130,元/平米,2012年建/板楼,4室2厅1厨2卫,低楼层 (共25层),147㎡,南,精装,两梯三户,有,70年
335,中粮祥云国际,相城 元和 内环至中环,242,万,26647,元/平米,2018年建/塔楼,3室2厅1厨1卫,低楼层 (共27层),90.82㎡,南,精装,两梯三户,有,70年
336,泰元家园,相城 元和 内环至中环,220,万,18334,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共5层),120㎡,南,精装,一梯两户,无,70年
337,合景峰汇九期,相城 活力岛 内环至中环,305,万,29048,元/平米,2013年建/板塔结合,3室2厅0厨2卫,中楼层 (共18层),105㎡,南,简装,两梯三户,有,70年
338,御窑花园,相城 活力岛 内环至中环,282,万,20630,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),136.7㎡,南,精装,一梯两户,无,70年
339,万科北宸之光,相城 活力岛 内环至中环,260,万,27084,元/平米,2017年建/板塔结合,4室2厅1厨1卫,高楼层 (共34层),96㎡,南 北,精装,两梯两户,有,70年
340,太阳花园,相城 元和 内环至中环,216,万,18000,元/平米,2008年建/板楼,3室2厅1厨1卫,低楼层 (共10层),120㎡,南 北,精装,一梯两户,有,70年
341,朗悦湾,相城 渭塘 ,193,万,19495,元/平米,2008年建/板楼,3室2厅1厨1卫,高楼层 (共9层),99㎡,南,精装,一梯两户,有,70年
342,安元佳苑四区,相城 元和 内环至中环,230,万,17682,元/平米,2007年建/板楼,3室2厅1厨2卫,低楼层 (共5层),130.08㎡,南,精装,一梯两户,无,70年
343,万科北宸之光,相城 活力岛 内环至中环,258,万,26875,元/平米,2017年建/板塔结合,4室2厅1厨1卫,中楼层 (共34层),96㎡,南,精装,两梯四户,有,70年
344,金科观天下,相城 高铁新城 中环至外环,325,万,33855,元/平米,2018年建/板楼,3室2厅1厨1卫,中楼层 (共19层),96㎡,南,其他,两梯四户,有,70年
345,南山檀郡,相城 元和 内环内,265,万,30114,元/平米,2012年建/板楼,3室2厅1厨1卫,低楼层 (共13层),88㎡,南,其他,两梯三户,有,70年
346,首开班芙春天花园,相城 活力岛 内环至中环,230,万,23712,元/平米,2013年建/板楼,2室2厅1厨1卫,低楼层 (共25层),97㎡,南,精装,两梯三户,有,70年
347,香府绿洲,相城 元和 ,206,万,23679,元/平米,2009年建/板楼,2室2厅1厨1卫,中楼层 (共5层),87㎡,南,精装,一梯两户,无,70年
348,姑苏铭著,相城 元和 内环至中环,420,万,36875,元/平米,2019年建/板塔结合,3室2厅1厨2卫,低楼层 (共11层),113.9㎡,南 北,毛坯,一梯三户,有,70年
349,湖沁花园东区,相城 元和 内环至中环,155,万,23485,元/平米,2005年建/塔楼,2室1厅1厨1卫,低楼层 (共6层),66㎡,南,精装,一梯两户,无,70年
350,香城花园二区,相城 元和 ,232,万,26156,元/平米,2007年建/板楼,2室1厅1厨1卫,中楼层 (共5层),88.7㎡,南,精装,一梯两户,无,70年
351,康桥丽都,相城 元和 内环内,360,万,27394,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共24层),131.42㎡,南 北,精装,两梯三户,有,70年
352,恒基水漾花城,相城 活力岛 内环内,450,万,26947,元/平米,2017年建/塔楼,5室2厅1厨2卫,低楼层 (共15层),167㎡,南 北,精装,两梯四户,有,70年
353,水韵花都家园二期,相城 活力岛 ,242,万,28471,元/平米,2015年建/板楼,3室1厅1厨1卫,低楼层 (共26层),85㎡,南 北,精装,两梯三户,有,70年
354,香城花园三区,相城 元和 ,255,万,26843,元/平米,2008年建/板楼,4室3厅1厨2卫,高楼层 (共5层),95㎡,南,精装,一梯两户,无,70年
355,华辰嘉园南区,相城 活力岛 内环至中环,235,万,27977,元/平米,2008年建/板楼,4室3厅1厨2卫,高楼层 (共6层),84㎡,南 北,精装,一梯两户,无,70年
356,康桥丽都,相城 元和 内环内,276,万,22080,元/平米,2011年建/板楼,2室2厅1厨2卫,低楼层 (共15层),125㎡,南,精装,两梯三户,有,70年
357,安元佳苑六区,相城 元和 内环至中环,195,万,17257,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共5层),113㎡,南,毛坯,一梯两户,无,70年
358,天湖之春,相城 元和 内环至中环,225,万,17475,元/平米,2000年建/板楼,3室2厅1厨2卫,中楼层 (共4层),128.76㎡,南,简装,一梯两户,无,70年
359,元和之春,相城 元和 内环至中环,360,万,17648,元/平米,2006年建/板楼,5室2厅1厨2卫,低楼层 (共11层),204㎡,南,毛坯,一梯两户,有,70年
360,金辉融侨城,相城 活力岛 内环至中环,236,万,23955,元/平米,2012年建/板楼,3室2厅1厨1卫,低楼层 (共24层),98.52㎡,南,简装,两梯四户,有,70年
361,西湖君庭,相城 活力岛 内环至中环,240,万,26087,元/平米,2016年建/板楼,3室2厅1厨1卫,高楼层 (共16层),92㎡,南,毛坯,两梯四户,有,70年
362,水韵花都家园二期,相城 活力岛 ,197,万,25051,元/平米,2014年建/板楼,2室2厅1厨1卫,高楼层 (共26层),78.64㎡,南,毛坯,两梯三户,有,70年
363,合景峰汇九期,相城 活力岛 内环至中环,310,万,29524,元/平米,2013年建/板塔结合,3室2厅1厨2卫,低楼层 (共18层),105㎡,南,精装,两梯三户,有,70年
364,金御华府,相城 活力岛 内环内,266,万,27657,元/平米,2015年建/塔楼,3室2厅1厨1卫,中楼层 (共18层),96.18㎡,南,毛坯,两梯两户,有,70年
365,恒基水漾花城,相城 活力岛 内环内,205,万,25000,元/平米,2012年建/塔楼,2室2厅1厨1卫,高楼层 (共15层),82㎡,南 北,简装,两梯四户,有,70年
366,消防小区,相城 元和 ,296,万,22596,元/平米,2008年建/板楼,3室2厅1厨2卫,低楼层 (共11层),131㎡,南 北,精装,一梯两户,有,70年
367,荷美名邸,相城 黄桥 中环至外环,255,万,17587,元/平米,2015年建/板楼,3室2厅1厨2卫,低楼层 (共5层),145㎡,南 北,毛坯,一梯两户,无,70年
368,建发中泱天成,相城 高铁新城 中环至外环,278,万,31591,元/平米,2017年建/板楼,3室2厅1厨1卫,低楼层 (共27层),88㎡,南,毛坯,两梯四户,有,70年
369,锦绣江南(相城区),相城 元和 ,286,万,17875,元/平米,2005年建/板楼,4室2厅1厨2卫,低楼层 (共15层),160㎡,南,精装,两梯三户,有,70年
370,金御华府,相城 活力岛 内环内,445,万,31907,元/平米,2015年建/板楼,3室2厅1厨2卫,中楼层 (共6层),139.47㎡,南 北,精装,一梯两户,有,70年
371,首开班芙春天花园,相城 活力岛 内环至中环,225,万,22960,元/平米,2015年建/板楼,2室2厅1厨1卫,中楼层 (共25层),98㎡,南,精装,两梯三户,有,70年
372,万科北宸之光,相城 活力岛 内环至中环,235,万,26705,元/平米,2017年建/板塔结合,3室2厅1厨1卫,高楼层 (共34层),88㎡,南,精装,两梯三户,有,70年
373,香城花园一区,相城 元和 ,270,万,23600,元/平米,2007年建/板楼,3室2厅1厨1卫,中楼层 (共17层),114.41㎡,南,精装,一梯两户,有,70年
374,海亮香榭里,相城 元和 内环内,300,万,32259,元/平米,2015年建/板楼,3室1厅1厨1卫,高楼层 (共27层),93㎡,南 北,精装,两梯四户,有,70年
375,合景峰汇九期,相城 活力岛 内环至中环,251,万,28193,元/平米,2013年建/板塔结合,3室2厅1厨1卫,高楼层 (共22层),89.03㎡,南,精装,两梯四户,有,70年
376,华润红橡世家,相城 元和 内环至中环,280,万,24779,元/平米,2018年建/板楼,3室2厅1厨2卫,低楼层 (共18层),113㎡,南,毛坯,两梯四户,有,70年
377,万科北宸之光,相城 活力岛 内环至中环,235,万,24737,元/平米,2017年建/板塔结合,4室2厅1厨1卫,高楼层 (共34层),95㎡,南 北,精装,两梯三户,有,70年
378,水韵花都家园二期,相城 活力岛 ,233,万,27412,元/平米,2014年建/板楼,3室1厅1厨1卫,高楼层 (共26层),85㎡,南,精装,两梯三户,有,70年
379,南亚花园,相城 元和 内环至中环,285,万,20956,元/平米,2005年建/板楼,3室2厅1厨2卫,高楼层 (共7层),136㎡,南 北,精装,一梯两户,有,70年
380,星湖花海,相城 元和 内环至中环,245,万,22273,元/平米,2016年建/板楼,3室2厅1厨2卫,高楼层 (共20层),110㎡,南,精装,两梯四户,有,70年
381,锦绣江南(相城区),相城 元和 ,252,万,19993,元/平米,2005年建/板楼,3室2厅1厨2卫,高楼层 (共6层),126.05㎡,南,精装,一梯两户,无,70年
382,香城花园二区,相城 元和 ,243,万,25827,元/平米,2007年建/板楼,2室2厅1厨1卫,中楼层 (共5层),94.09㎡,南 北,精装,一梯两户,无,70年
383,嘉和丽园,相城 元和 ,255,万,20079,元/平米,2005年建/板楼,3室2厅2厨2卫,中楼层 (共11层),127㎡,南,精装,一梯两户,有,70年
384,水韵花都家园,相城 活力岛 内环至中环,490,万,23787,元/平米,2014年建/板楼,5室2厅1厨2卫,低楼层 (共15层),206㎡,南,精装,两梯四户,有,70年
385,合景峰汇七期,相城 活力岛 内环至中环,715,万,30297,元/平米,2012年建/板楼,6室3厅2厨3卫,高楼层 (共20层),236㎡,南 北,精装,两梯两户,有,70年
386,金辉融侨城,相城 活力岛 内环至中环,230,万,23470,元/平米,2013年建/板楼,3室2厅1厨2卫,低楼层 (共24层),98㎡,南,精装,两梯四户,有,70年
387,海亮香榭时光,相城 元和 中环至外环,38,万,11180,元/平米,未知年建/板楼,1室0厅1厨1卫,高楼层 (共6层),33.99㎡,北,精装,一梯七十一户,无,40年
388,派克公寓,相城 元和 内环内,85,万,16038,元/平米,未知年建/板楼,1室1厅2厨1卫,中楼层 (共6层),53㎡,南,简装,两梯四十七户,有,70年
389,星云汇生活广场,相城 元和 内环至中环,51,万,10852,元/平米,2016年建/板楼,2室1厅1厨1卫,高楼层 (共16层),47㎡,北,精装,四梯三十户,有,40年
390,香城花园二区,相城 元和 ,248,万,20496,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共5层),121㎡,南,毛坯,一梯两户,无,70年
391,雅戈尔紫玉花园,相城 元和 内环至中环,250,万,28090,元/平米,2016年建/板塔结合,3室2厅1厨1卫,中楼层 (共18层),89㎡,南,精装,一梯两户,有,70年
392,中粮祥云国际,相城 元和 内环至中环,380,万,26574,元/平米,未知年建/塔楼,4室2厅1厨2卫,高楼层 (共6层),143㎡,南,毛坯,一梯两户,暂无数据,70年
393,合景峰汇十一期,相城 活力岛 ,78,万,17334,元/平米,2016年建/板楼,2室1厅1厨1卫,高楼层 (共18层),45㎡,南,毛坯,三梯二十二户,有,40年
394,国际服装城A区,相城 元和 ,220,万,15385,元/平米,2005年建/板楼,3室2厅1厨2卫,高楼层 (共6层),143㎡,南 北,精装,一梯两户,无,70年
395,富元家园,相城 元和 ,270,万,20965,元/平米,2013年建/板楼,3室1厅1厨2卫,中楼层 (共31层),128.79㎡,南,毛坯,一梯四户,无,70年
396,晨曦馨苑,相城 元和 内环至中环,358,万,25356,元/平米,2008年建/板楼,4室2厅1厨2卫,中楼层 (共5层),141.19㎡,南,毛坯,一梯两户,无,70年
397,金御华府,相城 活力岛 内环内,485,万,32399,元/平米,2015年建/板楼,4室2厅1厨2卫,中楼层 (共6层),149.7㎡,南 北,毛坯,一梯两户,有,70年
398,中粮祥云国际,相城 元和 内环至中环,290,万,23967,元/平米,2018年建/塔楼,3室2厅1厨2卫,高楼层 (共27层),121㎡,南,毛坯,一梯两户,暂无数据,70年
399,金辉优步水岸,相城 高铁新城 中环至外环,434,万,37740,元/平米,未知年建/板塔结合,3室2厅1厨2卫,低楼层 (共9层),115㎡,南,毛坯,一梯两户,有,70年
400,中海珑湾,相城 高铁新城 中环至外环,278,万,26477,元/平米,未知年建/板楼,3室2厅1厨2卫,高楼层 (共32层),105㎡,南,毛坯,两梯四户,有,70年
401,合景峰汇一期,相城 活力岛 内环至中环,240,万,28916,元/平米,2010年建/板楼,2室2厅1厨1卫,中楼层 (共18层),83㎡,南,简装,两梯三户,有,70年
402,花好月圆,相城 元和 ,282,万,18676,元/平米,2012年建/板楼,4室2厅1厨2卫,高楼层 (共33层),151㎡,南,毛坯,两梯三户,有,70年
403,依云水岸,相城 元和 外环外,450,万,23561,元/平米,2006年建/板楼,4室2厅1厨2卫,中楼层 (共4层),191㎡,南,精装,一梯两户,无,70年
404,御窑花园,相城 活力岛 内环至中环,235,万,18504,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),127㎡,南,毛坯,一梯两户,无,70年
405,书香苑(相城),相城 元和 ,220,万,17323,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),127㎡,南 北,简装,一梯两户,无,70年
406,嘉和丽园,相城 元和 ,225,万,20213,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共11层),111.32㎡,南,简装,一梯两户,有,70年
407,香城花园三区,相城 元和 ,278,万,22299,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共6层),124.67㎡,南 北,简装,一梯两户,无,70年
408,香城花园一区,相城 元和 ,288,万,20733,元/平米,2012年建/板楼,3室2厅1厨2卫,低楼层 (共11层),138.91㎡,南,精装,一梯两户,有,70年
409,星湖花海,相城 元和 内环至中环,228,万,24649,元/平米,2016年建/板楼,3室2厅1厨1卫,高楼层 (共20层),92.5㎡,南,精装,两梯四户,有,70年
410,正源悦庭,相城 元和 ,220,万,24720,元/平米,2015年建/平房,3室2厅1厨1卫,高楼层 (共17层),89㎡,南,简装,两梯两户,有,70年
411,环秀湖花园,相城 高铁新城 中环至外环,260,万,29184,元/平米,2017年建/板塔结合,2室2厅1厨1卫,中楼层 (共25层),89.09㎡,东南,其他,一梯三户,有,70年
412,恒基水漾花城,相城 活力岛 内环内,270,万,30423,元/平米,2017年建/塔楼,2室2厅1厨1卫,中楼层 (共29层),88.75㎡,南 北,精装,两梯四户,有,70年
413,湖岸明珠,相城 渭塘 内环内,175,万,19231,元/平米,2005年建/板楼,2室2厅1厨1卫,中楼层 (共5层),91㎡,南 北,毛坯,一梯两户,无,70年
414,中海珑湾,相城 高铁新城 中环至外环,250,万,28836,元/平米,未知年建/板楼,3室2厅1厨1卫,中楼层 (共30层),86.7㎡,南,毛坯,两梯四户,有,70年
415,水韵花都家园,相城 活力岛 内环至中环,189,万,27000,元/平米,2011年建/板楼,2室2厅1厨1卫,低楼层 (共15层),70㎡,南,精装,两梯四户,有,70年
416,富元家园,相城 元和 ,156,万,19095,元/平米,未知年建/暂无数据,2室1厅1厨1卫,高楼层 (共31层),81.7㎡,南,简装,一梯四户,暂无数据,70年
417,橡树湾花园,相城 活力岛 内环内,186,万,23545,元/平米,2013年建/板塔结合,2室1厅1厨1卫,中楼层 (共27层),79㎡,南,简装,两梯六户,有,70年
418,万宇名都花园,相城 元和 内环至中环,225,万,24272,元/平米,2014年建/塔楼,2室2厅1厨1卫,中楼层 (共16层),92.7㎡,南 北,精装,两梯三户,有,70年
419,湖沁花园西区,相城 元和 内环至中环,153,万,23182,元/平米,2005年建/塔楼,2室1厅1厨1卫,低楼层 (共6层),66㎡,南 北,精装,一梯两户,无,70年
420,消防小区,相城 元和 ,350,万,30173,元/平米,2008年建/板楼,3室3厅1厨2卫,高楼层 (共4层),116㎡,南,简装,一梯两户,无,70年
421,香城花园二区,相城 元和 ,325,万,19118,元/平米,2007年建/板楼,4室3厅1厨3卫,高楼层 (共5层),170㎡,南 北,精装,一梯两户,无,70年
422,晨曦怡庭,相城 元和 内环至中环,300,万,25253,元/平米,2015年建/板楼,5室2厅1厨2卫,高楼层 (共5层),118.8㎡,南,精装,一梯两户,无,70年
423,依云水岸,相城 元和 外环外,450,万,23438,元/平米,未知年建/板楼,3室2厅1厨2卫,中楼层 (共6层),192㎡,南,毛坯, , ,70年
424,香城花园一区,相城 元和 ,480,万,17844,元/平米,2012年建/板楼,5室2厅1厨2卫,高楼层 (共11层),269㎡,南,其他,一梯两户,有,70年
425,天虹品上中心,相城 元和 内环至中环,113,万,15067,元/平米,未知年建/板楼,2室1厅1厨1卫,高楼层 (共26层),75㎡,西,精装,四梯二十七户,有,40年
426,香城花园一区,相城 元和 ,240,万,20339,元/平米,2012年建/板楼,3室1厅1厨1卫,高楼层 (共6层),118㎡,南,精装,一梯两户,无,70年
427,荷美名邸,相城 黄桥 中环至外环,300,万,20606,元/平米,2015年建/板楼,4室2厅1厨2卫,中楼层 (共5层),145.59㎡,南 北,简装,一梯两户,无,70年
428,恒基水漾花城,相城 活力岛 内环内,440,万,24044,元/平米,2017年建/塔楼,4室2厅1厨3卫,低楼层 (共29层),183㎡,南 北,毛坯,两梯两户,有,70年
429,恒基水漾花城,相城 活力岛 内环内,358,万,25219,元/平米,2017年建/塔楼,4室2厅1厨2卫,高楼层 (共30层),141.96㎡,南,毛坯,两梯四户,有,70年
430,首开班芙春天花园,相城 活力岛 内环至中环,215,万,21718,元/平米,2013年建/板楼,2室2厅1厨1卫,中楼层 (共25层),99㎡,南,精装,两梯三户,有,70年
431,南山檀郡,相城 元和 内环内,420,万,32062,元/平米,2012年建/板楼,4室2厅1厨2卫,中楼层 (共6层),131㎡,南 北,精装,一梯两户,无,70年
432,恒基水漾花城,相城 活力岛 内环内,212,万,25543,元/平米,2017年建/塔楼,2室2厅1厨1卫,高楼层 (共30层),83㎡,南,毛坯,两梯三户,有,70年
433,合景峰汇九期,相城 活力岛 内环至中环,257,万,28877,元/平米,2013年建/板塔结合,3室2厅1厨1卫,低楼层 (共22层),89㎡,南,精装,两梯四户,有,70年
434,万科北宸之光,相城 活力岛 内环至中环,260,万,25243,元/平米,2019年建/板塔结合,3室2厅1厨2卫,高楼层 (共31层),103㎡,南,精装,两梯两户,有,70年
435,玉成家园三期,相城 活力岛 内环至中环,225,万,17308,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共27层),130㎡,南 北,简装,两梯四户,有,70年
436,恒基水漾花城,相城 活力岛 内环内,377,万,28475,元/平米,2017年建/塔楼,3室2厅1厨2卫,高楼层 (共30层),132.4㎡,南,毛坯,两梯两户,有,70年
437,万科北宸之光,相城 活力岛 内环至中环,275,万,29256,元/平米,2017年建/板塔结合,4室2厅1厨1卫,低楼层 (共9层),94㎡,南,精装,两梯两户,有,70年
438,嘉和丽园,相城 元和 ,250,万,19686,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共11层),127㎡,南,精装,一梯两户,有,70年
439,南亚花园,相城 元和 内环至中环,260,万,23215,元/平米,2005年建/板楼,3室2厅1厨1卫,中楼层 (共5层),112㎡,南 北,简装,一梯两户,无,70年
440,金辉融侨城,相城 活力岛 内环至中环,380,万,28149,元/平米,2012年建/板楼,4室2厅0厨2卫,低楼层 (共24层),135㎡,南,精装,两梯三户,有,70年
441,恒基水漾花城,相城 活力岛 内环内,323,万,26546,元/平米,2012年建/塔楼,4室2厅1厨2卫,高楼层 (共15层),121.68㎡,南,毛坯,两梯四户,有,70年
442,御亭花苑,相城 望亭 ,165,万,15243,元/平米,未知年建/暂无数据,3室2厅1厨2卫,低楼层 (共3层),108.25㎡,南,精装,一梯一户,暂无数据,70年
443,万科北宸之光,相城 活力岛 内环至中环,235,万,27970,元/平米,2017年建/板塔结合,3室2厅1厨1卫,高楼层 (共35层),84.02㎡,南 北,精装,两梯两户,有,70年
444,康锦苑,相城 元和 ,330,万,24387,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共15层),135.32㎡,南 北,精装,两梯两户,有,70年
445,首开班芙春天花园,相城 活力岛 内环至中环,387,万,26381,元/平米,2012年建/板楼,4室2厅1厨2卫,中楼层 (共25层),146.7㎡,北 南,精装,两梯三户,有,70年
446,玉盘家园,相城 渭塘 ,165,万,11459,元/平米,2004年建/板楼,4室2厅1厨2卫,中楼层 (共5层),144㎡,南 北,精装,一梯两户,无,70年
447,嘉元花园北区,相城 元和 ,248,万,22271,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共5层),111.36㎡,南,精装,一梯两户,无,70年
448,西湖君庭,相城 活力岛 内环至中环,245,万,27841,元/平米,2016年建/板楼,3室2厅1厨1卫,低楼层 (共16层),88㎡,南,精装,两梯四户,有,70年
449,金御华府,相城 活力岛 内环内,482,万,32805,元/平米,2015年建/板楼,4室2厅1厨2卫,中楼层 (共6层),146.93㎡,南,其他,一梯两户,有,70年
450,万科北宸之光,相城 活力岛 内环至中环,223,万,26548,元/平米,2017年建/板塔结合,3室2厅1厨1卫,中楼层 (共35层),84㎡,南,精装,两梯两户,有,70年
451,绿地都会雅苑,相城 元和 外环外,420,万,30216,元/平米,2019年建/板塔结合,4室2厅1厨2卫,高楼层 (共17层),139㎡,南,毛坯,一梯两户,有,70年
452,鑫之苑,相城 高铁新城 ,265,万,29776,元/平米,2015年建/塔楼,3室2厅1厨1卫,中楼层 (共33层),89㎡,南,精装,两梯四户,有,70年
453,星湖花海,相城 元和 内环至中环,270,万,27893,元/平米,2015年建/板楼,3室2厅1厨1卫,高楼层 (共20层),96.8㎡,南,精装,两梯四户,有,70年
454,合景峰汇六期,相城 活力岛 内环至中环,480,万,27069,元/平米,2016年建/板楼,4室2厅1厨3卫,低楼层 (共21层),177.33㎡,南 北,精装,两梯三户,有,70年
455,华润红橡世家,相城 元和 内环至中环,262,万,23393,元/平米,2018年建/板楼,3室2厅1厨2卫,低楼层 (共18层),112㎡,南,毛坯,两梯四户,有,70年
456,环秀湖花园,相城 高铁新城 中环至外环,255,万,28594,元/平米,2017年建/板塔结合,3室2厅1厨1卫,中楼层 (共18层),89.18㎡,南,精装,一梯三户,有,70年
457,香城花园三区,相城 元和 ,310,万,25081,元/平米,2008年建/板楼,3室2厅1厨2卫,高楼层 (共6层),123.6㎡,南 北,其他,一梯两户,无,70年
458,合景峰汇八期,相城 活力岛 内环至中环,275,万,30899,元/平米,2014年建/板楼,3室2厅1厨1卫,高楼层 (共15层),89㎡,南,精装,两梯四户,有,70年
459,万科北宸之光,相城 活力岛 内环至中环,236,万,28322,元/平米,2016年建/板塔结合,3室1厅1厨1卫,高楼层 (共34层),83.33㎡,南,精装,两梯七户,有,70年
460,香城花园一区,相城 元和 ,245,万,24748,元/平米,2012年建/板楼,2室2厅1厨1卫,中楼层 (共11层),99㎡,南 北,精装,一梯两户,有,70年
461,建发中泱天成,相城 高铁新城 中环至外环,382,万,38586,元/平米,2017年建/板楼,3室1厅1厨2卫,高楼层 (共26层),99㎡,南,毛坯,两梯两户,有,70年
462,荣盛阳光名邸,相城 元和 ,225,万,20203,元/平米,2005年建/板楼,3室2厅1厨1卫,低楼层 (共9层),111.37㎡,南,简装,一梯两户,有,70年
463,合景峰汇十期,相城 活力岛 内环至中环,131,万,13796,元/平米,2013年建/板楼,3室2厅1厨3卫,高楼层 (共19层),94.96㎡,南,精装,两梯十二户,有,40年
464,橡树湾花园,相城 活力岛 内环内,438,万,24470,元/平米,2012年建/板楼,4室2厅1厨3卫,低楼层 (共16层),179㎡,南,精装,一梯两户,有,70年
465,香城花园二区,相城 元和 ,265,万,22845,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共5层),116㎡,南,精装,一梯两户,无,70年
466,康桥溪岸花园,相城 活力岛 内环内,250,万,20492,元/平米,2013年建/板楼,4室2厅1厨2卫,高楼层 (共31层),122㎡,西,毛坯,三梯四户,有,70年
467,荣盛阳光名邸,相城 元和 ,225,万,19912,元/平米,2005年建/板楼,3室2厅1厨1卫,低楼层 (共9层),113㎡,南 北,简装,一梯两户,有,70年
468,嘉和丽园,相城 元和 ,242,万,19056,元/平米,2005年建/板楼,3室2厅1厨2卫,中楼层 (共11层),127㎡,南,精装,一梯两户,有,70年
469,建发中泱天成,相城 高铁新城 中环至外环,420,万,32942,元/平米,2017年建/板楼,4室2厅1厨2卫,低楼层 (共18层),127.5㎡,南,精装,两梯两户,有,70年
470,华辰嘉园北区,相城 活力岛 内环至中环,258,万,26327,元/平米,2010年建/板楼,3室1厅1厨1卫,高楼层 (共15层),98㎡,南 北,精装,两梯三户,有,70年
